id,title,comment_count,upvote_count,view_count,rating_count,average_rating,share_count,exit_count,created_at,username,interaction_type,engagement_score,interaction_rate
1313,solana.memecoins - 7367640108956175649,0,42,81,6,20,0,33,2024-10-07 15:57:34,kinha,view,1.0975609756097562,0.5121951219512195
1226,Wisdom comes from knowing that what others say about you is not your reality. It’s their reality. #dailywisdom #inspiration #dailyawakenings,0,8,62,2,35,0,22,2024-09-01 17:30:48,kinha,view,0.7619047619047619,0.12698412698412698
364,Unknown Title,0,65,56,3,35,0,0,2023-11-21 13:27:57,kinha,view,2.1228070175438596,1.1403508771929824
1307,stevencrypto321 - 7412525180750433582,0,24,92,2,17,0,131,2024-10-07 15:37:11,kinha,view,-0.16129032258064516,0.25806451612903225
1205,Have you had to move on from a narcissistic relationship before_ How did you grieve_ #inspiration #dailywisdom #motivation,0,74,82,6,36,0,137,2024-08-28 16:29:34,kinha,view,0.2289156626506024,0.891566265060241
1109,"Humbleness is a sign of bigness - never weakness. Living the noble virtues of honesty, generosity, justice, understanding, compassion, forgiveness, and civility never goes out of style",0,32,83,4,29,0,0,2024-08-09 18:14:55,kinha,view,1.369047619047619,0.38095238095238093
1277,Did you know this new memecoin on Solana_ 🥶👀 Let me know what you think about this crypto! 👇🏻 #crypto #cryptok #memecoin #altcoin #cryptonews #solana,0,22,93,5,23,0,80,2024-10-04 18:11:45,kinha,view,0.3723404255319149,0.23404255319148937
1304,Welcome to the beginning of something Amazing!! We are alive!!!! Hahahhaha coff coff.  $FROGGYBOOM #token #solana #meme #memecoin #trump2024,2,38,68,4,20,0,138,2024-10-07 14:10:13,kinha,view,-0.463768115942029,0.5507246376811594
1314,😂#SOLANA #memecoin #crypto #dexscreener #bullrun,0,66,95,7,21,0,81,2024-10-07 16:02:23,kinha,view,0.8333333333333334,0.6875
1276,Daily realisation #trading #crypto #bitcoin #ethereum #solana #memecoins,0,50,88,9,21,0,80,2024-10-04 18:10:59,kinha,view,0.651685393258427,0.5617977528089888
1265,#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin,0,21,112,5,20,0,125,2024-10-04 17:56:54,kinha,view,0.07079646017699115,0.18584070796460178
1272,#trading #memecoins #taylorswift #solana #solanasummer #cryptocurrency #ai,0,15,34,1,17,0,66,2024-10-04 18:06:11,kinha,view,-0.4857142857142857,0.42857142857142855
1297,Why You Should Keep An Eye On Solana! #crypto #bitcoin #solana #shorts #viralshorts #trending #fyp,0,14,97,4,20,0,97,2024-10-05 07:44:15,kinha,view,0.14285714285714285,0.14285714285714285
1285,Strategies I use to trade crypto memecoins and actually be profitable  #crypto #memecoins #solana #trading,0,5,48,2,18,0,180,2024-10-04 18:19:52,kinha,view,-2.5918367346938775,0.10204081632653061
1288,Trading memecoins in 2024 ____ $DUKO ON SOLANA #memecoins #memecoin #solana,1,11,81,15,18,0,208,2024-10-04 18:25:19,kinha,view,-1.4146341463414633,0.13414634146341464
1268,3 meme coins that will explode this bull run. N.F.A #memecoin #memecoins #solana #crypto #cryptotrading #cryptoinvesting #bullrun #fyp,0,50,70,3,22,0,113,2024-10-04 17:59:07,kinha,view,0.09859154929577464,0.704225352112676
1292,Day 22 turning $100 into 100000 by trading meme coins #trading #memecoin #crypto #solana,3,26,109,25,19,5,225,2024-10-05 07:29:00,kinha,view,-0.8181818181818182,0.23636363636363636
1282,Nice bit of Sunday news #solana #solanamemecoin #solanamemes #trending #memecoin #bullrun2024,0,7,93,3,18,0,56,2024-10-04 18:16:38,kinha,view,0.46808510638297873,0.07446808510638298
1294,100x on solana memecoin MOODENG because of this memecoin signal server  #memecoin #crypto #moodeng,1,33,103,5,21,1,114,2024-10-05 07:33:08,kinha,view,0.21153846153846154,0.3173076923076923
1284,Solana Buntun bridge  #ctto#sunset #Solana#calm #sky #fyp #trendingvideo,5,63,70,2,16,0,48,2024-10-04 18:19:00,kinha,view,1.1971830985915493,0.8873239436619719
1300,Moodeng made people millionaires⁉️🤯#crypto #shorts  #moodeng #hippo #memecoin #viralvideo,3,49,88,16,19,3,92,2024-10-05 07:48:54,kinha,view,0.5056179775280899,0.550561797752809
1296,One Dollar and a Dream series (lost $$$ in seconds ) Solana meme coins,0,2,39,2,18,0,9,2024-10-05 07:39:21,kinha,view,0.8,0.05
1298,Is $BOME Token Halal_ Is $BOME Token Shariah Compliant_ #shorts #crypto #halalcrypto,0,5,93,2,13,0,205,2024-10-05 07:44:44,kinha,view,-1.1382978723404256,0.05319148936170213
1295,🚀 MOO DENG Solana Meme Coin Hits $70M Market Cap in Just Two Weeks! 🐮💥,0,14,94,3,15,0,50,2024-10-05 07:35:39,kinha,view,0.6105263157894737,0.14736842105263157
1302,videoplayback,0,4,100,2,21,0,58,2024-10-05 07:55:30,kinha,view,0.45544554455445546,0.039603960396039604
1290,Solana's MYRO Takes the Meme Coin Throne in SHOCKING Upset,0,14,86,4,19,0,59,2024-10-05 07:23:47,kinha,view,0.47126436781609193,0.16091954022988506
1080,Brett the meme topken #memecoins for the #bullmarket #altcoins #memes,6,44,99,0,0,0,0,2024-07-02 17:43:51,kinha,view,1.43,0.44
1064,What is DAI Stablecoin,19,102,440,0,0,0,1,2024-05-07 12:15:31,kinha,view,1.2267573696145124,0.23129251700680273
29,How to be disciplined,0,42,74,8,35,0,0,2023-10-25 20:03:37,afrobeezy,view,1.5466666666666666,0.56
1255,Shinobi ninja is the play for 2024! Solana is beating eth in every metric. Dont be a jeet #endthestruggletogether #token2049 #shinonbininja #nkds,0,53,85,13,18,0,46,2024-09-12 12:42:45,kinha,view,1.069767441860465,0.6162790697674418
1262,Solana price prediction in 2025! #solana #sol #altcoins #altcoin #crypto #cryptocurrency #eth #bnb #dot #xrp #avax #ada #btc,0,20,120,6,21,0,95,2024-10-01 10:23:28,kinha,view,0.371900826446281,0.1652892561983471
1263,Trading memecoins in 2024 ____ $DUKO ON SOLANA #memecoins #memecoin #solana,0,57,103,15,15,1,209,2024-10-02 14:07:19,kinha,view,-0.47115384615384615,0.5480769230769231
1209,Mind coloring… never thought of it that way. #wisdom #daikymotivation #dailyinspiration,0,3,67,3,29,0,38,2024-08-28 16:33:12,kinha,view,0.47058823529411764,0.04411764705882353
1202,"The Higher Self Podcast + TAG your personal hero in the comments below! Our gorgeous and scary world needs more leaders. Real, everyday",0,63,92,3,28,0,107,2024-08-27 12:04:32,kinha,view,0.5161290322580645,0.6774193548387096
30,Ask yourself,0,69,77,6,35,0,2,2023-10-25 20:11:46,afrobeezy,view,1.8461538461538463,0.8846153846153846
697,I am strong enough to save you,0,26,47,5,40,0,1,2024-04-02 09:44:28,kinha,view,1.5,0.5416666666666666
798,The greatest man in history Jesus. Matthew 20-19  He said He would and that He is the Son of God as He claimed to be. Christ is alive! He is living today,0,27,94,6,34,1,0,2024-04-08 05:26:07,kinha,view,1.2736842105263158,0.28421052631578947
1208,Agree or disagree_ #dailywisdom #learningontiktok #motivation,0,53,81,4,34,2,69,2024-08-28 16:31:47,kinha,view,0.7926829268292683,0.6463414634146342
1144,“Your relationship with your sibiling…” ❤️ - #maddisonbeer #sibiling #sibilinglove #sibilinggoals #realtalks,0,6,44,0,0,0,0,2024-08-17 14:10:19,kinha,view,1.1111111111111112,0.13333333333333333
11,Recipe for a flow state,0,45,61,7,36,8,0,2023-10-23 19:20:07,afrobeezy,view,1.7096774193548387,0.7258064516129032
1133,“Who’s Happier…” 🤔 - Sadia Khan - #traditionalwomen #traditionalculture #realtalks #sadiakhan,0,80,68,0,0,0,0,2024-08-16 16:41:21,kinha,view,2.1449275362318843,1.1594202898550725
1111,Evy Poumpouras in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #lifeadvices #mindsetgrowth #personalgrowth #evypoumpouras #thediaryofaceo,0,25,49,1,29,0,5,2024-08-09 18:35:46,kinha,view,1.38,0.5
1104,Interesting podcast with Dr Cheri Mah hosted by @Steven Bartlett 🤯 - #lifeadvices #healthadvice #schooltime #sleepadvice #sleeptime #thediaryofaceo .mp4,1,42,70,1,29,0,2,2024-08-08 16:49:56,kinha,view,1.5492957746478873,0.5915492957746479
1256,Memecoins are wild! #trading #crypto #sol #solana #memecoins #bonk #altcoins #btc,0,49,101,3,18,1,61,2024-09-12 12:44:15,kinha,view,0.8725490196078431,0.4803921568627451
800,Vishnupuran,0,26,13,0,0,0,0,2024-04-08 05:51:14,kinha,view,2.7857142857142856,1.8571428571428572
1215,“Your solution is separate but equal…_” 🤔 - Candace Owens - #woke #candaceowens #activists,0,18,95,5,32,0,136,2024-08-29 13:33:35,kinha,view,-0.23958333333333334,0.1875
1213,Type YES if you agree 🙏🏽 #leadership #productivity #service #critics,0,60,53,1,27,0,145,2024-08-29 13:32:27,kinha,view,-0.5925925925925926,1.1111111111111112
816,The story of prophet Elijah proving who the real God is,0,49,55,11,45,1,0,2024-04-09 09:38:16,kinha,view,1.8571428571428572,0.875
944,You must be humble and understand that God hates the sin of pride,0,2,46,5,36,0,0,2024-04-16 12:31:19,kinha,view,1.0212765957446808,0.0425531914893617
1246,“The Blame Game…” 🤍 - Sara Al Madani - Credits_ On a Mission - #lifeadvices #lifequote #mindsetgrowth #mindsetmatter #realtalks #saraalmadani #blamegame,1,70,68,5,35,3,41,2024-09-03 16:07:45,kinha,view,1.4057971014492754,1.0144927536231885
1223,"As you rise in human maturity, you’ll be less interested in trivial pursuits.And you will ascend toward a happiness that knows few bounds. And a peace that requires no luxuries",0,23,86,1,22,0,40,2024-09-01 17:29:22,kinha,view,0.7931034482758621,0.26436781609195403
1243,“Listen to what they do…” 💯 - Justin Waller #relationshipsadvice #relationshiptip #relationshipgoal #realtalks #justinwaller,0,7,37,1,35,1,89,2024-09-03 16:01:40,kinha,view,-1.1842105263157894,0.18421052631578946
1258,Risposta a @Franky Sospiry  Do you hold SOLANA_ 👀 Let me know what coin I should do next 👇🏻🤯 #solana #sol #altcoin #crypto,1,46,92,3,16,0,103,2024-09-12 12:45:03,kinha,view,0.3763440860215054,0.4946236559139785
1253,Replying to @Thomas darya You are right for some! #pepe #crypto #memecoins,0,42,94,6,16,0,113,2024-09-12 12:38:46,kinha,view,0.24210526315789474,0.4421052631578947
1231,The fact you are alive is incredible. My hope is tou never take it for granted. #inspiration #motivation #dailywisdom,0,36,82,1,22,0,59,2024-09-01 17:37:08,kinha,view,0.7108433734939759,0.43373493975903615
1227,Hope… sometimes its all we have. #wisdom #motivation #dailyinspiration,0,30,36,1,25,0,13,2024-09-01 17:31:24,kinha,view,1.4324324324324325,0.8108108108108109
1257,Take part #solana #cryptonews,0,57,81,4,14,0,146,2024-09-12 12:44:38,kinha,view,-0.0975609756097561,0.6951219512195121
722,He saved us -,1,38,92,6,25,0,0,2024-04-03 06:43:27,kinha,view,1.3978494623655915,0.40860215053763443
1242,Am I traumitized_ #dailyinspiration #wisdom #motivation,0,77,95,1,28,4,95,2024-09-03 16:01:21,kinha,view,0.8020833333333334,0.8020833333333334
1245,“Giftedness” is a myth. Elite performance is so much more about daily habits over natural genius. #leadership #productivity #service #practice,0,20,77,3,31,7,43,2024-09-03 16:07:03,kinha,view,0.6923076923076923,0.2564102564102564
1252,Solana is heading up 📈,0,72,114,4,15,0,164,2024-09-12 12:19:57,michaeldadziie,view,0.19130434782608696,0.6260869565217392
1365,"Remember, self-love isn't selfish; it's essential for your well-being. Embrace yourself fully and watch how your life transforms. 💖",0,22,101,3,32,1,76,2024-11-26 17:37:28,kinha,inspire,0.46078431372549017,0.21568627450980393
697,I am strong enough to save you,0,26,47,5,40,0,1,2024-04-02 09:44:28,kinha,inspire,1.5,0.5416666666666666
1246,“The Blame Game…” 🤍 - Sara Al Madani - Credits_ On a Mission - #lifeadvices #lifequote #mindsetgrowth #mindsetmatter #realtalks #saraalmadani #blamegame,1,70,68,5,35,3,41,2024-09-03 16:07:45,kinha,inspire,1.4057971014492754,1.0144927536231885
1226,Wisdom comes from knowing that what others say about you is not your reality. It’s their reality. #dailywisdom #inspiration #dailyawakenings,0,8,62,2,35,0,22,2024-09-01 17:30:48,kinha,inspire,0.7619047619047619,0.12698412698412698
1207,Women love it when you make plans… 💯 - Credits_ YMH Studios #relationshipadviceformen #relationshipsadvice #relationshiptip #relationshipadvicefortheguys #realtalks,0,55,82,3,31,0,70,2024-08-28 16:31:12,kinha,inspire,0.8072289156626506,0.6626506024096386
512,Unknown Title,0,42,68,11,26,0,18,2023-12-02 12:57:09,kinha,inspire,1.3333333333333333,0.6086956521739131
948,When God is by your side nothing will happen to you,0,75,29,0,0,0,1,2024-04-16 12:33:24,kinha,inspire,3.433333333333333,2.5
856,Ramayan part 21,0,23,46,0,0,0,1,2024-04-10 17:40:50,kinha,inspire,1.446808510638298,0.48936170212765956
56,keep on fighting!! 😤,0,55,65,34,6,0,2,2023-10-31 14:47:25,mike,inspire,1.7878787878787878,0.8333333333333334
658,Rule No. 3. Gratitude.  Follow for more.,0,14,93,8,23,0,1,2024-03-26 04:51:08,kinha,inspire,1.127659574468085,0.14893617021276595
171,Unknown Title,0,46,91,6,27,0,1,2023-11-09 09:25:20,kinha,inspire,1.4782608695652173,0.5
86,Revolutionizing Men's Mental Health: Your $0.99 Matters,2,32,129,12,29,0,22,2023-11-06 13:09:08,kinha,inspire,1.0692307692307692,0.24615384615384617
701,Rama and sita,0,22,47,0,0,0,1,2024-04-02 10:25:46,kinha,inspire,1.4166666666666667,0.4583333333333333
814,In this verse Jesus is saying how many people will talk about how much they follow God but in reality they participate in things that they shouldn’t be doing,0,37,98,7,38,0,1,2024-04-09 09:37:17,kinha,inspire,1.3535353535353536,0.37373737373737376
510,Unknown Title,0,6,51,0,0,0,1,2023-12-02 12:56:31,kinha,inspire,1.0769230769230769,0.11538461538461539
40,trials to test you...,0,43,74,11,22,0,17,2023-10-30 15:09:41,mike,inspire,1.3333333333333333,0.5733333333333334
517,Unknown Title,2,74,79,5,43,0,5,2023-12-02 12:59:05,kinha,inspire,1.85,0.925
503,Unknown Title,0,1,34,0,0,0,1,2023-12-01 11:10:44,kinha,inspire,0.9714285714285714,0.02857142857142857
