id,title,comment_count,upvote_count,view_count,rating_count,average_rating,share_count,created_at,username,interaction_type,engagement_score,interaction_rate
1246,“The Blame Game…” 🤍 - Sara Al Madani - Credits_ On a Mission - #lifeadvices #lifequote #mindsetgrowth #mindsetmatter #realtalks #saraalmadani #blamegame,1,70,68,5,35,3,2024-09-03 16:07:45,kinha,view,1.4057971014492754,1.0144927536231885
1223,"As you rise in human maturity, you’ll be less interested in trivial pursuits.And you will ascend toward a happiness that knows few bounds. And a peace that requires no luxuries",0,23,86,1,22,0,2024-09-01 17:29:22,kinha,view,0.7931034482758621,0.264367816091954
1243,“Listen to what they do…” 💯 - Justin Waller #relationshipsadvice #relationshiptip #relationshipgoal #realtalks #justinwaller,0,7,37,1,35,1,2024-09-03 16:01:40,kinha,view,-1.1842105263157894,0.1842105263157894
1258,Risposta a @Franky Sospiry  Do you hold SOLANA_ 👀 Let me know what coin I should do next 👇🏻🤯 #solana #sol #altcoin #crypto,1,46,92,3,16,0,2024-09-12 12:45:03,kinha,view,0.3763440860215054,0.4946236559139785
1253,Replying to @Thomas darya You are right for some! #pepe #crypto #memecoins,0,42,94,6,16,0,2024-09-12 12:38:46,kinha,view,0.2421052631578947,0.4421052631578947
1231,The fact you are alive is incredible. My hope is tou never take it for granted. #inspiration #motivation #dailywisdom,0,36,82,1,22,0,2024-09-01 17:37:08,kinha,view,0.7108433734939759,0.4337349397590361
1227,Hope… sometimes its all we have. #wisdom #motivation #dailyinspiration,0,30,36,1,25,0,2024-09-01 17:31:24,kinha,view,1.4324324324324325,0.8108108108108109
1257,Take part #solana #cryptonews,0,57,81,4,14,0,2024-09-12 12:44:38,kinha,view,-0.0975609756097561,0.6951219512195121
722,He saved us -,1,38,92,6,25,0,2024-04-03 06:43:27,kinha,view,1.3978494623655917,0.4086021505376344
1242,Am I traumitized_ #dailyinspiration #wisdom #motivation,0,77,95,1,28,4,2024-09-03 16:01:21,kinha,view,0.8020833333333334,0.8020833333333334
1245,“Giftedness” is a myth. Elite performance is so much more about daily habits over natural genius. #leadership #productivity #service #practice,0,20,77,3,31,7,2024-09-03 16:07:03,kinha,view,0.6923076923076923,0.2564102564102564
1252,Solana is heading up 📈,0,72,114,4,15,0,2024-09-12 12:19:57,michaeldadziie,view,0.1913043478260869,0.6260869565217392
1365,"Remember, self-love isn't selfish; it's essential for your well-being. Embrace yourself fully and watch how your life transforms. 💖",0,22,101,3,32,1,2024-11-26 17:37:28,kinha,inspire,,
697,I am strong enough to save you,0,26,47,5,40,0,2024-04-02 09:44:28,kinha,inspire,,
1246,“The Blame Game…” 🤍 - Sara Al Madani - Credits_ On a Mission - #lifeadvices #lifequote #mindsetgrowth #mindsetmatter #realtalks #saraalmadani #blamegame,1,70,68,5,35,3,2024-09-03 16:07:45,kinha,inspire,,
1226,Wisdom comes from knowing that what others say about you is not your reality. It’s their reality. #dailywisdom #inspiration #dailyawakenings,0,8,62,2,35,0,2024-09-01 17:30:48,kinha,inspire,,
1207,Women love it when you make plans… 💯 - Credits_ YMH Studios #relationshipadviceformen #relationshipsadvice #relationshiptip #relationshipadvicefortheguys #realtalks,0,55,82,3,31,0,2024-08-28 16:31:12,kinha,inspire,,
512,Unknown Title,0,42,68,11,26,0,2023-12-02 12:57:09,kinha,inspire,,
948,When God is by your side nothing will happen to you,0,75,29,0,0,0,2024-04-16 12:33:24,kinha,inspire,,
856,Ramayan part 21,0,23,46,0,0,0,2024-04-10 17:40:50,kinha,inspire,,
56,keep on fighting!! 😤,0,55,65,34,6,0,2023-10-31 14:47:25,mike,inspire,,
658,Rule No. 3. Gratitude.  Follow for more.,0,14,93,8,23,0,2024-03-26 04:51:08,kinha,inspire,,
171,Unknown Title,0,46,91,6,27,0,2023-11-09 09:25:20,kinha,inspire,,
86,Revolutionizing Men's Mental Health: Your $0.99 Matters,2,32,129,12,29,0,2023-11-06 13:09:08,kinha,inspire,,
701,Rama and sita,0,22,47,0,0,0,2024-04-02 10:25:46,kinha,inspire,,
814,In this verse Jesus is saying how many people will talk about how much they follow God but in reality they participate in things that they shouldn’t be doing,0,37,98,7,38,0,2024-04-09 09:37:17,kinha,inspire,,
510,Unknown Title,0,6,51,0,0,0,2023-12-02 12:56:31,kinha,inspire,,
40,trials to test you...,0,43,74,11,22,0,2023-10-30 15:09:41,mike,inspire,,
517,Unknown Title,2,74,79,5,43,0,2023-12-02 12:59:05,kinha,inspire,,
503,Unknown Title,0,1,34,0,0,0,2023-12-01 11:10:44,kinha,inspire,,
